area_sqft,bedrooms,bathrooms,location,house_type,state,city,price
1675,2,3,Urban,Apartment,Uttarakhand,Haldwani,8136424
580,1,1,Urban,Duplex,Sikkim,Gangtok,1841720
837,2,1,Semi-Urban,Apartment,Gujarat,Bhavnagar,2952716
654,2,3,Urban,Villa,Punjab,Jalandhar,3497620
1325,3,2,Urban,Duplex,Kerala,Kochi,2929262
477,1,1,Urban,Apartment,Andhra Pradesh,Visakhapatnam,2488654
442,1,1,Urban,Villa,West Bengal,Durgapur,2488058
2521,4,4,Urban,Villa,Uttarakhand,Haridwar,14401195
607,2,2,Urban,Apartment,Himachal Pradesh,Shimla,1392367
490,1,1,Urban,Villa,Uttarakhand,Dehradun,2588416
1649,3,4,Urban,Villa,Tripura,Agartala,7911515
1275,3,1,Urban,Apartment,Telangana,Warangal,5599923
1081,1,1,Semi-Urban,Apartment,Punjab,Amritsar,3765448
1525,2,2,Urban,Apartment,Delhi,Saket,3546681
1717,3,2,Urban,Apartment,Rajasthan,Kota,3620480
1348,2,1,Urban,Apartment,Gujarat,Surat,2301121
434,1,2,Semi-Urban,Apartment,Bihar,Muzaffarpur,992070
762,2,2,Semi-Urban,Duplex,Telangana,Warangal,1890323
562,1,1,Urban,Apartment,Jammu & Kashmir,Jammu,930399
934,1,2,Urban,Apartment,Bihar,Muzaffarpur,3734767
456,1,1,Urban,Apartment,Maharashtra,Kolhapur,1746804
716,1,1,Urban,Duplex,Kerala,Kochi,1244654
596,1,1,Urban,Apartment,Arunachal Pradesh,Itanagar,2528586
806,1,2,Urban,Apartment,Delhi,Saket,1817510
606,2,3,Urban,Apartment,Bihar,Bhagalpur,2547614
671,2,1,Urban,Apartment,Chhattisgarh,Bhilai,2930890
348,1,1,Urban,Apartment,Bihar,Gaya,711246
673,2,3,Urban,Apartment,Chhattisgarh,Raipur,3433773
529,1,2,Urban,Apartment,Karnataka,Mangalore,2120876
348,1,1,Urban,Apartment,Chhattisgarh,Bilaspur,1377148
1953,2,2,Urban,Villa,Maharashtra,Thane,4490605
817,2,3,Urban,Villa,Maharashtra,Kalyan,1944793
422,1,2,Urban,Villa,West Bengal,Asansol,1985334
797,1,2,Urban,Apartment,Himachal Pradesh,Shimla,1478200
1247,2,3,Urban,Apartment,Assam,Dibrugarh,5330022
1013,1,2,Urban,Duplex,Haryana,Panipat,3950221
305,1,1,Semi-Urban,Apartment,Maharashtra,Thane,618140
329,1,1,Urban,Apartment,Delhi,Rohini,887883
468,1,1,Urban,Villa,Chhattisgarh,Bhilai,2106894
330,1,1,Urban,Apartment,Chhattisgarh,Raipur,1316268
1295,3,1,Urban,Apartment,Jharkhand,Ranchi,2328622
517,1,2,Urban,Apartment,Delhi,Rohini,887425
596,1,1,Urban,Apartment,Odisha,Cuttack,1980882
1203,3,1,Semi-Urban,Apartment,Himachal Pradesh,Shimla,2275469
752,2,3,Urban,Duplex,Tamil Nadu,Chennai,5142612
1165,1,1,Urban,Apartment,West Bengal,Asansol,4871282
410,1,1,Urban,Apartment,Punjab,Ludhiana,1522459
381,1,1,Semi-Urban,Villa,Uttar Pradesh,Agra,653677
1735,3,2,Urban,Apartment,Kerala,Kozhikode,6097127
976,2,2,Urban,Villa,Kerala,Kozhikode,3810703
1755,3,4,Urban,Villa,Karnataka,Bengaluru,21192564
725,1,1,Urban,Apartment,Chhattisgarh,Bilaspur,2155588
893,1,1,Urban,Apartment,Bihar,Gaya,1800948
402,1,1,Urban,Apartment,Uttar Pradesh,Kanpur,1274010
1353,3,1,Urban,Apartment,Maharashtra,Kolhapur,6780447
2409,5,4,Urban,Apartment,Arunachal Pradesh,Itanagar,9378819
2548,4,1,Urban,Apartment,Uttarakhand,Haldwani,10219457
316,1,1,Urban,Apartment,Karnataka,Mangalore,1388728
1878,3,4,Urban,Apartment,Karnataka,Dharwad,7365712
462,1,2,Urban,Apartment,Madhya Pradesh,Gwalior,2082795
378,1,2,Urban,Apartment,Assam,Dibrugarh,1565210
1460,3,3,Urban,Villa,Ladakh,Leh,3917838
1071,2,3,Urban,Apartment,Rajasthan,Kota,1949818
343,1,2,Urban,Apartment,Andhra Pradesh,Vijayawada,1341856
314,1,1,Urban,Apartment,Sikkim,Gangtok,1115784
1237,2,1,Urban,Apartment,Odisha,Rourkela,4581867
2145,3,3,Urban,Apartment,Himachal Pradesh,Shimla,4950683
1339,3,4,Semi-Urban,Duplex,Karnataka,Mangalore,3571914
986,1,2,Urban,Villa,Bihar,Patna,2693385
1390,2,1,Urban,Duplex,Punjab,Chandigarh,5248548
966,2,2,Urban,Villa,Sikkim,Gangtok,5018159
975,2,3,Urban,Duplex,Karnataka,Bengaluru,9835109
1642,3,4,Urban,Apartment,Delhi,Saket,3700613
408,1,1,Urban,Apartment,Jharkhand,Jamshedpur,1588584
722,1,1,Urban,Apartment,Delhi,Saket,1288365
1923,3,4,Urban,Villa,Gujarat,Vadodara,10595967
327,1,2,Urban,Duplex,Rajasthan,Kota,612136
459,1,2,Semi-Urban,Apartment,Uttar Pradesh,Noida,587384
607,1,2,Semi-Urban,Villa,Maharashtra,Pune,1197999
797,2,2,Semi-Urban,Apartment,Rajasthan,Jodhpur,2314208
599,1,2,Urban,Apartment,Chhattisgarh,Bhilai,2277913
598,1,1,Urban,Villa,Maharashtra,Nashik,1858301
1184,1,2,Urban,Apartment,Maharashtra,Aurangabad,5496426
768,1,2,Urban,Apartment,Tamil Nadu,Chennai,6720082
4621,4,2,Semi-Urban,Apartment,Tamil Nadu,Madurai,17738857
964,2,2,Urban,Apartment,Tamil Nadu,Tiruchirappalli,4028981
1614,3,4,Urban,Apartment,Telangana,Nizamabad,5632253
3723,4,2,Urban,Apartment,West Bengal,Kolkata,26289284
302,1,1,Urban,Villa,Manipur,Imphal,829023
455,1,1,Urban,Apartment,Jammu & Kashmir,Jammu,841616
984,1,1,Urban,Apartment,Himachal Pradesh,Shimla,2183480
766,2,3,Semi-Urban,Apartment,Uttar Pradesh,Agra,1605393
302,1,1,Urban,Apartment,Tamil Nadu,Chennai,2445593
1894,2,3,Urban,Villa,Madhya Pradesh,Gwalior,9320020
670,1,1,Semi-Urban,Apartment,Madhya Pradesh,Bhopal,1055925
1197,2,2,Urban,Apartment,Odisha,Cuttack,4440977
1330,2,1,Urban,Apartment,Nagaland,Kohima,2010351
1055,2,3,Urban,Apartment,Delhi,Karol Bagh,4501620
484,1,2,Urban,Apartment,Madhya Pradesh,Gwalior,1803164
1223,2,3,Urban,Villa,Odisha,Cuttack,5612195
498,1,2,Urban,Apartment,Maharashtra,Kalyan,1033172
1043,1,2,Urban,Apartment,Haryana,Karnal,2036053
420,1,2,Urban,Apartment,Lakshadweep,Kavaratti,2131251
2499,4,1,Urban,Apartment,Haryana,Gurgaon,9807169
1270,2,3,Urban,Duplex,Maharashtra,Aurangabad,5412886
1216,2,2,Urban,Apartment,Tripura,Agartala,5898635
1726,3,3,Semi-Urban,Villa,Arunachal Pradesh,Itanagar,7473241
1042,2,1,Urban,Apartment,Delhi,New Delhi,16837465
1181,1,1,Urban,Apartment,Maharashtra,Kalyan,2134541
1765,2,2,Urban,Duplex,Kerala,Kollam,8288676
615,2,3,Urban,Apartment,Uttar Pradesh,Lucknow,2566689
882,2,2,Urban,Apartment,Madhya Pradesh,Jabalpur,3951114
803,2,1,Urban,Apartment,Madhya Pradesh,Indore,1801137
1301,3,3,Urban,Apartment,Kerala,Kollam,4298593
305,1,2,Urban,Apartment,Karnataka,Mysuru,588222
1133,1,1,Urban,Apartment,Punjab,Ludhiana,5147544
368,1,1,Semi-Urban,Duplex,Tamil Nadu,Coimbatore,1403823
858,1,2,Urban,Apartment,Rajasthan,Jaipur,3428368
531,1,2,Urban,Apartment,Gujarat,Surat,1132313
2079,5,2,Urban,Villa,Meghalaya,Shillong,11067096
3198,3,2,Urban,Villa,Uttarakhand,Dehradun,16592238
1002,2,3,Urban,Villa,Uttar Pradesh,Agra,2216731
315,1,2,Urban,Apartment,Delhi,Delhi,3006313
952,1,1,Urban,Apartment,Goa,Panaji,1837543
582,1,1,Urban,Duplex,Assam,Dibrugarh,2144339
473,1,1,Urban,Apartment,Uttarakhand,Haldwani,2079587
544,1,1,Urban,Apartment,Bihar,Patna,995358
1670,2,1,Urban,Villa,West Bengal,Asansol,7343014
586,1,2,Urban,Duplex,Kerala,Kozhikode,2375123
390,1,1,Urban,Apartment,Rajasthan,Kota,756317
877,2,1,Urban,Apartment,Uttar Pradesh,Kanpur,4370996
1441,2,1,Urban,Apartment,Haryana,Panipat,5284356
698,1,2,Urban,Apartment,West Bengal,Siliguri,3300164
809,2,1,Urban,Apartment,Rajasthan,Udaipur,3116134
308,1,2,Semi-Urban,Apartment,Ladakh,Leh,568800
1231,2,1,Urban,Apartment,Uttar Pradesh,Noida,2865430
1070,1,1,Urban,Villa,West Bengal,Durgapur,4463502
847,1,2,Urban,Apartment,Punjab,Jalandhar,3454296
1379,2,2,Urban,Duplex,Punjab,Amritsar,5578769
395,1,2,Urban,Apartment,Kerala,Kozhikode,1675139
561,1,1,Urban,Apartment,Kerala,Kollam,2352740
931,1,2,Urban,Duplex,Assam,Guwahati,4983332
1473,2,3,Urban,Apartment,Andhra Pradesh,Vijayawada,7212202
483,1,1,Urban,Apartment,Arunachal Pradesh,Itanagar,1867864
474,1,1,Urban,Apartment,Sikkim,Gangtok,1998586
739,1,2,Urban,Apartment,West Bengal,Kolkata,6210034
2208,3,2,Urban,Apartment,Uttarakhand,Haldwani,10055999
425,1,2,Urban,Apartment,Kerala,Kochi,905435
907,2,1,Urban,Apartment,Assam,Silchar,4438342
360,1,2,Semi-Urban,Villa,Maharashtra,Kolhapur,1395749
1003,2,2,Urban,Villa,Delhi,Karol Bagh,4908105
779,2,2,Urban,Villa,Maharashtra,Kalyan,1674443
1096,2,1,Urban,Apartment,Haryana,Panipat,3951837
444,1,2,Urban,Apartment,Goa,Panaji,814609
654,1,2,Urban,Apartment,Andhra Pradesh,Guntur,2811853
768,1,2,Urban,Villa,Gujarat,Ahmedabad,4535554
2047,4,3,Urban,Apartment,Tamil Nadu,Tiruchirappalli,8462126
1764,2,3,Urban,Apartment,Andhra Pradesh,Guntur,7527561
337,1,1,Urban,Apartment,Maharashtra,Pune,689635
2404,5,2,Urban,Apartment,Uttarakhand,Haldwani,9519785
1897,3,1,Urban,Apartment,Uttar Pradesh,Ghaziabad,8648497
443,1,2,Urban,Apartment,Delhi,Delhi,7568241
732,1,1,Urban,Duplex,Rajasthan,Jodhpur,2642117
1042,2,3,Urban,Apartment,Jharkhand,Jamshedpur,3546711
497,1,2,Urban,Apartment,Maharashtra,Kalyan,799605
1492,3,4,Urban,Apartment,Delhi,Delhi,15249259
2314,3,2,Urban,Apartment,Lakshadweep,Kavaratti,9450570
796,2,2,Urban,Villa,Goa,Panaji,1938200
424,1,2,Urban,Apartment,Maharashtra,Mumbai,9942143
1117,2,2,Urban,Apartment,Jharkhand,Dhanbad,4809067
2146,3,3,Urban,Apartment,Uttar Pradesh,Lucknow,10398666
1734,3,3,Urban,Apartment,Manipur,Imphal,3769137
350,1,2,Urban,Apartment,Chhattisgarh,Bhilai,1616148
621,1,2,Urban,Villa,Gujarat,Bhavnagar,3019773
625,2,1,Urban,Villa,Haryana,Panipat,3669833
1388,3,4,Urban,Apartment,Madhya Pradesh,Gwalior,6099152
614,2,2,Urban,Apartment,Gujarat,Surat,1200833
1409,2,1,Urban,Apartment,Kerala,Kozhikode,6216748
1957,3,4,Semi-Urban,Apartment,Rajasthan,Udaipur,7628316
1308,2,2,Urban,Apartment,Madhya Pradesh,Jabalpur,4863361
844,2,2,Urban,Apartment,Madhya Pradesh,Bhopal,1674283
1670,2,2,Urban,Apartment,Haryana,Karnal,3183927
1314,2,1,Urban,Apartment,Punjab,Ludhiana,6515453
1053,2,1,Urban,Villa,Maharashtra,Mumbai,33998251
2472,4,2,Urban,Duplex,Jammu & Kashmir,Jammu,5071216
493,1,2,Semi-Urban,Apartment,Karnataka,Dharwad,1804821
1326,3,4,Urban,Apartment,Uttar Pradesh,Kanpur,5046508
2980,5,3,Semi-Urban,Apartment,Haryana,Gurgaon,11169190
1889,2,2,Semi-Urban,Apartment,Haryana,Gurgaon,6637983
827,1,1,Urban,Apartment,Uttar Pradesh,Agra,1633179
1744,3,1,Urban,Apartment,Goa,Panaji,3829837
569,1,2,Urban,Apartment,Rajasthan,Udaipur,2133198
753,1,2,Urban,Villa,Gujarat,Vadodara,4168567
431,1,2,Urban,Apartment,Gujarat,Bhavnagar,1959334
428,1,1,Urban,Duplex,Assam,Dibrugarh,1851612
761,2,1,Semi-Urban,Apartment,Gujarat,Bhavnagar,2676839
1717,3,1,Urban,Apartment,Haryana,Karnal,3668243
1699,3,4,Urban,Apartment,Sikkim,Gangtok,4939068
1289,3,3,Urban,Apartment,Assam,Dibrugarh,4665439
429,1,2,Semi-Urban,Apartment,Punjab,Jalandhar,1419495
1104,1,2,Urban,Villa,Kerala,Kollam,6140056
452,1,2,Urban,Apartment,Gujarat,Bhavnagar,1359358
851,1,2,Urban,Duplex,Punjab,Amritsar,3451156
651,1,2,Urban,Villa,Rajasthan,Jodhpur,2991157
1376,3,3,Urban,Apartment,Jharkhand,Dhanbad,5190700
1870,3,1,Urban,Duplex,Kerala,Kollam,7887615
1349,2,2,Urban,Apartment,Karnataka,Mangalore,6064601
538,1,1,Urban,Villa,Uttar Pradesh,Kanpur,2796517
1078,2,1,Urban,Apartment,Lakshadweep,Kavaratti,5008820
345,1,1,Urban,Apartment,Rajasthan,Jaipur,1357601
516,1,1,Urban,Duplex,Gujarat,Surat,1213682
2090,5,4,Urban,Apartment,Bihar,Gaya,5013211
334,1,2,Urban,Apartment,Kerala,Kozhikode,1313194
698,1,1,Urban,Apartment,Telangana,Warangal,2756781
524,1,2,Urban,Apartment,Karnataka,Mangalore,1819131
317,1,2,Urban,Apartment,Goa,Margao,823205
549,1,1,Urban,Villa,Kerala,Thiruvananthapuram,2945475
442,1,2,Urban,Villa,Madhya Pradesh,Gwalior,2012090
1932,2,3,Urban,Apartment,Maharashtra,Kalyan,4550112
310,1,1,Urban,Villa,Telangana,Hyderabad,3940756
562,1,1,Urban,Duplex,Kerala,Kochi,1077404
358,1,2,Urban,Duplex,Karnataka,Hubli,773218
466,1,1,Urban,Apartment,Andhra Pradesh,Guntur,1980437
3317,5,4,Urban,Apartment,Telangana,Nizamabad,12779047
507,1,2,Semi-Urban,Apartment,Nagaland,Kohima,737965
683,1,1,Urban,Apartment,Uttar Pradesh,Agra,1502274
534,1,1,Urban,Apartment,Delhi,Dwarka,1081116
444,1,1,Urban,Villa,Haryana,Gurgaon,2191194
871,1,1,Urban,Apartment,Karnataka,Mangalore,4159986
442,1,1,Urban,Villa,Maharashtra,Nagpur,2065004
910,1,1,Urban,Apartment,Bihar,Patna,1701565
1219,3,4,Semi-Urban,Apartment,Tamil Nadu,Coimbatore,3677685
1434,2,2,Urban,Apartment,Bihar,Bhagalpur,5129755
730,2,1,Urban,Duplex,Kerala,Thiruvananthapuram,3028009
894,2,1,Urban,Apartment,Chhattisgarh,Bilaspur,3330460
364,1,2,Urban,Apartment,Maharashtra,Aurangabad,1279692
898,2,3,Urban,Apartment,Kerala,Kochi,1897886
515,1,1,Urban,Apartment,Chhattisgarh,Bilaspur,2387412
313,1,2,Urban,Apartment,Uttar Pradesh,Kanpur,1085145
730,2,3,Urban,Apartment,Andhra Pradesh,Vijayawada,3019825
883,1,1,Urban,Apartment,Delhi,Saket,2112510
2536,3,3,Urban,Apartment,Uttar Pradesh,Lucknow,11181334
1003,2,3,Urban,Duplex,Himachal Pradesh,Dharamshala,4191304
359,1,2,Urban,Apartment,Ladakh,Leh,603536
585,1,2,Urban,Apartment,Haryana,Faridabad,2194047
850,1,1,Urban,Apartment,Andhra Pradesh,Vijayawada,3244051
1686,2,1,Urban,Villa,Bihar,Patna,4648536
562,1,2,Urban,Apartment,Tripura,Agartala,2603377
680,2,1,Urban,Apartment,Lakshadweep,Kavaratti,2517750
437,1,1,Semi-Urban,Apartment,Kerala,Kochi,833780
1886,3,4,Urban,Apartment,Assam,Silchar,6695430
3681,5,3,Urban,Apartment,West Bengal,Siliguri,13134731
950,2,1,Urban,Apartment,Haryana,Karnal,2047390
2899,5,1,Urban,Apartment,Bihar,Bhagalpur,11234688
387,1,2,Urban,Apartment,Andhra Pradesh,Visakhapatnam,1617655
699,1,1,Urban,Apartment,Meghalaya,Shillong,2630540
1721,3,4,Urban,Apartment,Bihar,Bhagalpur,8227012
403,1,1,Urban,Apartment,West Bengal,Kolkata,2455428
604,1,2,Urban,Apartment,Goa,Margao,1336233
565,1,2,Urban,Villa,Andhra Pradesh,Visakhapatnam,3174527
689,2,3,Urban,Apartment,Telangana,Warangal,3132596
763,2,3,Urban,Villa,Bihar,Gaya,1988858
1546,2,1,Urban,Apartment,Kerala,Thiruvananthapuram,7223796
3769,4,4,Urban,Apartment,Rajasthan,Kota,8427638
1294,3,3,Urban,Apartment,Uttar Pradesh,Noida,2989647
310,1,1,Urban,Apartment,Tripura,Agartala,1587105
939,2,3,Urban,Apartment,Uttar Pradesh,Noida,2379010
636,2,1,Urban,Apartment,Punjab,Jalandhar,2648975
445,1,2,Urban,Apartment,Tamil Nadu,Coimbatore,1635352
572,1,2,Urban,Apartment,Nagaland,Kohima,1380046
557,1,1,Urban,Apartment,Rajasthan,Jaipur,2451600
484,1,1,Urban,Apartment,Kerala,Kozhikode,1833463
1606,2,3,Urban,Duplex,Puducherry,Puducherry,6810959
571,1,1,Urban,Villa,Kerala,Kollam,3385805
426,1,1,Urban,Apartment,Kerala,Kozhikode,1687021
670,2,3,Urban,Villa,Delhi,Karol Bagh,3179274
687,1,1,Urban,Apartment,Bihar,Bhagalpur,2875112
566,1,2,Semi-Urban,Apartment,Tamil Nadu,Coimbatore,1614560
548,1,2,Urban,Apartment,Uttarakhand,Haldwani,2599538
692,1,2,Urban,Apartment,Assam,Silchar,3072912
475,1,2,Urban,Villa,Kerala,Kozhikode,2716613
1070,1,1,Urban,Villa,Delhi,New Delhi,19795769
3177,3,2,Urban,Apartment,Maharashtra,Kolhapur,15886167
973,1,2,Urban,Villa,Uttarakhand,Haldwani,5767399
369,1,2,Urban,Apartment,Andhra Pradesh,Visakhapatnam,1135519
341,1,1,Urban,Apartment,Gujarat,Surat,636910
1082,2,2,Urban,Duplex,Madhya Pradesh,Gwalior,4372642
1607,3,4,Urban,Duplex,Tamil Nadu,Chennai,14171062
321,1,2,Urban,Apartment,Tamil Nadu,Madurai,1283954
1309,2,2,Urban,Villa,West Bengal,Durgapur,6439128
708,1,1,Urban,Apartment,Bihar,Patna,1257506
475,1,2,Urban,Apartment,Uttarakhand,Dehradun,1720722
366,1,2,Urban,Apartment,Uttar Pradesh,Agra,643015
672,2,3,Urban,Apartment,Odisha,Bhubaneswar,3158033
745,2,2,Urban,Apartment,Maharashtra,Kolhapur,2983533
2404,4,2,Urban,Villa,Telangana,Warangal,14153423
480,1,1,Urban,Villa,Karnataka,Hubli,1231331
2419,5,4,Urban,Villa,Uttarakhand,Dehradun,13247060
392,1,1,Urban,Apartment,Uttarakhand,Haridwar,1709624
335,1,1,Urban,Apartment,Maharashtra,Aurangabad,1367562
1167,2,2,Urban,Apartment,Punjab,Chandigarh,4875132
788,1,2,Urban,Apartment,Odisha,Cuttack,2895717
4070,5,2,Urban,Apartment,Punjab,Ludhiana,18044958
2118,3,3,Semi-Urban,Villa,Bihar,Bhagalpur,9173924
306,1,1,Urban,Apartment,Punjab,Jalandhar,1345683
316,1,1,Semi-Urban,Apartment,West Bengal,Siliguri,1235697
2768,3,4,Urban,Apartment,Rajasthan,Udaipur,9787362
1047,1,2,Urban,Apartment,Andhra Pradesh,Guntur,4396169
1145,1,2,Urban,Apartment,Odisha,Rourkela,5130043
464,1,1,Urban,Apartment,Himachal Pradesh,Dharamshala,1916225
1979,3,2,Urban,Villa,Maharashtra,Aurangabad,9135977
1747,3,2,Urban,Apartment,Delhi,Dwarka,3258387
492,1,1,Urban,Villa,Telangana,Nizamabad,2503600
1891,2,3,Urban,Apartment,Haryana,Karnal,4089140
861,2,2,Urban,Duplex,Manipur,Imphal,1566834
575,1,1,Urban,Apartment,Karnataka,Mysuru,1256256
917,1,2,Semi-Urban,Apartment,Delhi,Rohini,1690501
874,2,3,Semi-Urban,Apartment,Delhi,Saket,1446141
2682,3,4,Urban,Apartment,Jharkhand,Dhanbad,11431250
659,2,2,Urban,Apartment,Tamil Nadu,Madurai,3049133
3149,4,2,Urban,Apartment,Karnataka,Mangalore,11295266
349,1,2,Semi-Urban,Apartment,Odisha,Cuttack,1065762
1515,3,1,Urban,Apartment,Chhattisgarh,Bhilai,6925910
375,1,1,Semi-Urban,Apartment,Rajasthan,Udaipur,1105377
2210,4,4,Urban,Apartment,Uttar Pradesh,Ghaziabad,8500699
1017,1,1,Semi-Urban,Apartment,Rajasthan,Kota,2225403
1280,3,2,Urban,Apartment,Kerala,Kozhikode,5199044
903,2,3,Urban,Apartment,West Bengal,Asansol,3372715
797,1,2,Urban,Apartment,Rajasthan,Udaipur,2521693
382,1,2,Semi-Urban,Duplex,Arunachal Pradesh,Itanagar,996622
1594,3,2,Urban,Apartment,Lakshadweep,Kavaratti,8347023
789,1,1,Urban,Apartment,Assam,Silchar,4462579
629,1,2,Urban,Apartment,Maharashtra,Thane,1430017
329,1,1,Urban,Apartment,Lakshadweep,Kavaratti,1415513
1331,3,2,Urban,Apartment,Chhattisgarh,Bhilai,5954652
874,2,2,Urban,Apartment,Bihar,Muzaffarpur,4248166
1465,2,1,Urban,Apartment,Maharashtra,Kalyan,2761735
860,1,1,Urban,Apartment,Madhya Pradesh,Indore,1943657
786,2,3,Urban,Villa,Tamil Nadu,Chennai,9019923
355,1,2,Urban,Apartment,Haryana,Karnal,875502
762,2,3,Urban,Apartment,West Bengal,Kolkata,5647690
765,2,1,Urban,Apartment,Karnataka,Dharwad,3351537
465,1,2,Urban,Apartment,Haryana,Karnal,1064441
2309,3,3,Urban,Apartment,Uttar Pradesh,Lucknow,12849396
1166,1,2,Urban,Apartment,Manipur,Imphal,2371606
358,1,1,Urban,Apartment,Uttar Pradesh,Kanpur,1194265
431,1,2,Urban,Duplex,Uttar Pradesh,Kanpur,1170454
533,1,2,Urban,Apartment,Uttarakhand,Haldwani,2414810
621,2,1,Urban,Apartment,Maharashtra,Pune,1338379
782,1,1,Urban,Apartment,Madhya Pradesh,Bhopal,1743653
781,2,2,Urban,Apartment,Maharashtra,Mumbai,20483352
1219,2,1,Urban,Villa,Madhya Pradesh,Gwalior,5188758
505,1,2,Urban,Apartment,Telangana,Warangal,1396177
303,1,1,Urban,Apartment,Rajasthan,Udaipur,1369726
859,2,3,Urban,Apartment,Madhya Pradesh,Bhopal,2033591
664,1,1,Urban,Apartment,Karnataka,Dharwad,2506207
2225,3,1,Semi-Urban,Apartment,Punjab,Ludhiana,7768242
695,1,1,Urban,Apartment,Chhattisgarh,Bilaspur,2617299
652,2,2,Urban,Apartment,Uttar Pradesh,Kanpur,2240321
566,1,1,Urban,Apartment,Uttar Pradesh,Kanpur,2284086
2866,5,2,Semi-Urban,Apartment,Haryana,Panipat,9977285
350,1,1,Urban,Apartment,Telangana,Warangal,1190101
889,1,1,Urban,Apartment,Delhi,Delhi,14774323
2662,5,2,Urban,Apartment,Assam,Silchar,9705325
982,2,3,Urban,Apartment,Gujarat,Bhavnagar,3986289
434,1,2,Urban,Duplex,Delhi,Rohini,740625
1241,3,4,Urban,Apartment,Karnataka,Dharwad,5115556
1079,1,1,Urban,Apartment,Jharkhand,Jamshedpur,3702025
712,2,1,Urban,Villa,Kerala,Kochi,1733072
2233,3,4,Semi-Urban,Apartment,Delhi,New Delhi,31071396
695,1,1,Urban,Apartment,Delhi,Dwarka,1394165
1130,2,3,Urban,Apartment,Meghalaya,Shillong,5878855
354,1,1,Urban,Apartment,Nagaland,Kohima,644547
561,1,1,Urban,Apartment,Rajasthan,Jodhpur,2466412
1595,3,2,Urban,Apartment,Assam,Silchar,7739772
559,1,1,Urban,Villa,Maharashtra,Mumbai,18095232
783,1,1,Urban,Apartment,Punjab,Chandigarh,3925905
1127,2,1,Urban,Apartment,Himachal Pradesh,Dharamshala,5629831
418,1,2,Urban,Apartment,Assam,Guwahati,1857001
709,1,1,Urban,Apartment,Tripura,Agartala,2946890
751,1,1,Urban,Duplex,Delhi,Rohini,1779392
706,1,2,Urban,Apartment,Odisha,Bhubaneswar,2228302
849,2,2,Urban,Villa,Andhra Pradesh,Guntur,3399339
321,1,2,Urban,Apartment,Chhattisgarh,Raipur,1191649
610,2,1,Semi-Urban,Apartment,Assam,Guwahati,1795596
420,1,2,Urban,Apartment,Gujarat,Bhavnagar,1891732
384,1,2,Urban,Villa,West Bengal,Kolkata,4072464
518,1,2,Semi-Urban,Apartment,Assam,Silchar,1651577
2160,3,4,Semi-Urban,Villa,Madhya Pradesh,Bhopal,5739374
689,1,2,Urban,Apartment,Himachal Pradesh,Dharamshala,2818139
365,1,1,Urban,Apartment,Odisha,Bhubaneswar,1379425
1440,2,1,Urban,Apartment,West Bengal,Asansol,6698580
1114,2,1,Semi-Urban,Apartment,Goa,Margao,2032948
656,2,3,Urban,Apartment,Jammu & Kashmir,Jammu,1251325
639,2,2,Semi-Urban,Duplex,Kerala,Kozhikode,2320370
642,1,1,Semi-Urban,Apartment,Meghalaya,Shillong,2134533
462,1,1,Urban,Villa,Jharkhand,Ranchi,1073045
404,1,2,Urban,Duplex,Punjab,Amritsar,1815109
812,1,1,Urban,Apartment,Delhi,Saket,1693419
728,1,1,Urban,Apartment,Uttar Pradesh,Ghaziabad,2806597
442,1,1,Urban,Apartment,Punjab,Chandigarh,1651889
871,2,2,Semi-Urban,Apartment,Maharashtra,Pune,1342416
1059,1,1,Semi-Urban,Villa,Telangana,Hyderabad,10615055
1048,1,1,Urban,Apartment,West Bengal,Siliguri,4189284
569,1,2,Urban,Apartment,Maharashtra,Mumbai,14087366
1610,3,4,Semi-Urban,Apartment,Delhi,Dwarka,2479002
818,2,2,Urban,Duplex,Jammu & Kashmir,Srinagar,3489610
857,1,2,Urban,Apartment,Maharashtra,Aurangabad,4011407
906,2,3,Urban,Apartment,West Bengal,Siliguri,3078178
561,1,1,Urban,Apartment,Himachal Pradesh,Dharamshala,1733880
386,1,2,Urban,Apartment,Madhya Pradesh,Gwalior,1801600
1626,3,2,Urban,Apartment,West Bengal,Siliguri,6259691
554,1,1,Urban,Apartment,Kerala,Thiruvananthapuram,2375444
550,1,1,Urban,Apartment,Chhattisgarh,Bhilai,1947711
1068,1,1,Urban,Apartment,Nagaland,Kohima,1926739
347,1,1,Urban,Villa,Himachal Pradesh,Dharamshala,2404833
1581,3,1,Urban,Apartment,Madhya Pradesh,Bhopal,3616812
373,1,1,Urban,Apartment,Bihar,Patna,669968
1902,2,1,Urban,Apartment,Haryana,Faridabad,7890869
2011,4,1,Semi-Urban,Apartment,Tamil Nadu,Chennai,13599334
833,2,2,Semi-Urban,Duplex,Chhattisgarh,Bhilai,2134184
1161,2,3,Semi-Urban,Apartment,Maharashtra,Mumbai,26686592
2120,4,2,Urban,Apartment,Uttar Pradesh,Agra,4253519
2733,4,2,Urban,Apartment,Uttarakhand,Haldwani,10711460
441,1,2,Semi-Urban,Villa,Maharashtra,Mumbai,11053314
1071,2,1,Urban,Apartment,Bihar,Patna,2130426
833,2,2,Urban,Apartment,Maharashtra,Nashik,1639291
659,1,1,Urban,Apartment,Maharashtra,Kolhapur,3374342
884,1,2,Urban,Apartment,Jammu & Kashmir,Jammu,2138977
411,1,2,Urban,Apartment,Uttar Pradesh,Noida,919013
1846,2,1,Semi-Urban,Apartment,Delhi,New Delhi,20312201
