Area_sqft,Bedrooms,Bathroom,Location_Type,House_Type,State,City,Price
1725,4,3,Rural,Villa,Uttar Pradesh,Lucknow,5978460
2133,4,2,Urban,Apartment,Karnataka,Hubli,6639594
2743,4,2,Rural,Villa,Rajasthan,Jaipur,8616832
2414,4,2,Rural,Apartment,Gujarat,Vadodara,7421895
3431,1,1,Semiurban,Apartment,Tamil Nadu,Coimbatore,9231133
3752,3,5,Urban,Apartment,Maharashtra,Mumbai,10816027
3557,1,5,Rural,Villa,West Bengal,Kolkata,10502354
2731,2,1,Semiurban,Villa,Tamil Nadu,Chennai,7904588
2819,3,4,Semiurban,Apartment,Maharashtra,Pune,8711151
1964,1,4,Urban,Villa,Madhya Pradesh,Jabalpur,6016142
3662,1,5,Semiurban,Villa,Madhya Pradesh,Bhopal,10671849
3612,3,5,Urban,Apartment,Tamil Nadu,Coimbatore,10562881
1645,3,5,Semiurban,Villa,Bihar,Bhagalpur,6029750
4658,2,3,Semiurban,Villa,West Bengal,Siliguri,12796343
3976,3,2,Rural,Duplex,Maharashtra,Nagpur,11411826
1726,5,3,Rural,Villa,Maharashtra,Aurangabad,6215620
4473,2,5,Semiurban,Duplex,Maharashtra,Nashik,12771099
3470,3,2,Urban,Villa,Gujarat,Vadodara,10052783
3028,5,4,Urban,Villa,Madhya Pradesh,Jabalpur,9538667
1516,2,3,Rural,Villa,Tamil Nadu,Coimbatore,5146795
3739,4,4,Rural,Apartment,Bihar,Muzaffarpur,11314280
1235,5,3,Urban,Duplex,Gujarat,Surat,4924753
3002,2,1,Urban,Apartment,Karnataka,Bengaluru,8288985
3992,3,4,Semiurban,Villa,Gujarat,Rajkot,11610809
4181,5,2,Rural,Duplex,Delhi (UT),Delhi,12496058
2294,2,2,Semiurban,Apartment,Gujarat,Surat,6879203
1049,4,1,Urban,Duplex,Karnataka,Hubli,4048772
2906,1,1,Rural,Villa,Maharashtra,Mumbai,8088461
2028,3,5,Rural,Duplex,Madhya Pradesh,Indore,6965399
1558,5,2,Urban,Apartment,Delhi (UT),Delhi,5447750
1022,5,5,Semiurban,Apartment,West Bengal,Siliguri,4499037
688,4,5,Urban,Duplex,Karnataka,Mangalore,3735226
1567,1,1,Rural,Duplex,Bihar,Patna,4961055
910,4,5,Urban,Duplex,Gujarat,Rajkot,4266921
3030,5,1,Rural,Duplex,West Bengal,Siliguri,9303475
2469,2,2,Rural,Apartment,Uttar Pradesh,Lucknow,7328868
4836,4,4,Semiurban,Villa,West Bengal,Kolkata,14003481
4581,2,1,Rural,Duplex,Gujarat,Rajkot,12680399
2511,1,3,Urban,Duplex,Uttar Pradesh,Lucknow,7524866
3554,4,5,Semiurban,Apartment,Rajasthan,Jodhpur,10784620
3818,4,1,Urban,Duplex,Uttar Pradesh,Noida,10834941
936,3,3,Semiurban,Duplex,Gujarat,Rajkot,4042205
3616,4,3,Semiurban,Apartment,Maharashtra,Pune,10708684
808,3,2,Rural,Duplex,Gujarat,Rajkot,3518148
3295,5,4,Semiurban,Villa,Rajasthan,Kota,10340547
788,5,4,Urban,Villa,Delhi (UT),Delhi,3899362
4731,1,4,Urban,Apartment,Madhya Pradesh,Gwalior,12702153
2455,3,2,Urban,Duplex,Madhya Pradesh,Indore,7541155
3310,2,1,Semiurban,Villa,Madhya Pradesh,Indore,9398762
3730,1,3,Semiurban,Apartment,Uttar Pradesh,Kanpur,10406581
2313,3,4,Urban,Duplex,West Bengal,Kolkata,7573507
805,5,2,Semiurban,Villa,Gujarat,Rajkot,3827873
2128,2,2,Urban,Apartment,Delhi (UT),Delhi,6301788
1412,5,1,Urban,Duplex,Tamil Nadu,Madurai,5016617
790,1,3,Urban,Villa,Rajasthan,Jaipur,3067770
4060,2,3,Rural,Apartment,Tamil Nadu,Chennai,11565116
3446,2,4,Rural,Apartment,West Bengal,Siliguri,10001883
3490,2,3,Urban,Duplex,West Bengal,Howrah,9966616
2293,4,2,Urban,Duplex,Madhya Pradesh,Indore,7157903
3642,3,5,Rural,Duplex,Maharashtra,Nagpur,11014027
4713,5,2,Rural,Apartment,Gujarat,Surat,13583506
3513,1,5,Rural,Villa,Gujarat,Ahmedabad,10383890
1712,5,2,Semiurban,Apartment,Gujarat,Ahmedabad,5892119
2875,5,3,Semiurban,Duplex,Rajasthan,Udaipur,9050373
1483,5,2,Urban,Duplex,Rajasthan,Udaipur,5487766
2696,3,4,Semiurban,Duplex,Bihar,Bhagalpur,8576778
3597,3,4,Rural,Apartment,Gujarat,Surat,10726912
1431,1,1,Semiurban,Villa,Bihar,Muzaffarpur,4356823
2481,5,1,Urban,Duplex,Bihar,Gaya,7796942
761,3,5,Rural,Duplex,Maharashtra,Pune,3946959
3664,2,3,Semiurban,Apartment,Maharashtra,Pune,10387068
2930,3,4,Urban,Duplex,Rajasthan,Kota,8983267
2210,3,2,Urban,Apartment,Gujarat,Vadodara,6644526
3727,5,4,Rural,Apartment,Karnataka,Hubli,11373046
4704,5,3,Rural,Villa,Delhi (UT),Delhi,13645990
4540,5,4,Urban,Duplex,Rajasthan,Kota,13374690
1973,2,1,Urban,Duplex,Karnataka,Mangalore,5877471
2841,4,2,Semiurban,Villa,Delhi (UT),Delhi,8676395
2994,5,5,Rural,Apartment,Tamil Nadu,Coimbatore,9677049
845,2,1,Semiurban,Duplex,Tamil Nadu,Coimbatore,3315959
608,2,4,Rural,Villa,Maharashtra,Aurangabad,3127368
3425,3,3,Urban,Apartment,Tamil Nadu,Chennai,9766305
3694,3,4,Urban,Duplex,Delhi (UT),Delhi,10978173
4218,4,2,Urban,Apartment,Karnataka,Hubli,11906454
1600,1,2,Rural,Duplex,Delhi (UT),Delhi,5308766
4279,4,3,Semiurban,Villa,Delhi (UT),Delhi,12365280
851,4,2,Rural,Apartment,Gujarat,Ahmedabad,3795386
1839,2,5,Rural,Villa,Gujarat,Surat,6435448
3258,5,1,Semiurban,Villa,Tamil Nadu,Salem,9600318
2489,4,2,Urban,Duplex,West Bengal,Howrah,7845708
1752,2,4,Urban,Villa,Bihar,Patna,5755341
4780,4,2,Semiurban,Villa,West Bengal,Howrah,13424745
2608,4,5,Urban,Villa,Maharashtra,Nagpur,8390479
4452,2,5,Rural,Duplex,Gujarat,Surat,12997626
3915,5,2,Rural,Apartment,Bihar,Patna,11612340
1530,5,2,Urban,Villa,Delhi (UT),Delhi,5606978
3496,1,4,Rural,Apartment,Maharashtra,Aurangabad,9831753
4964,1,5,Rural,Duplex,Tamil Nadu,Madurai,13975943
939,2,1,Rural,Apartment,Madhya Pradesh,Bhopal,3395704
2008,3,2,Semiurban,Villa,Tamil Nadu,Madurai,6268037
3839,1,2,Rural,Apartment,Tamil Nadu,Chennai,10468000
3519,4,4,Semiurban,Duplex,Madhya Pradesh,Jabalpur,10681522
611,1,4,Semiurban,Villa,West Bengal,Kolkata,2906485
3720,5,2,Urban,Apartment,Gujarat,Vadodara,10698000
710,5,3,Semiurban,Villa,Gujarat,Rajkot,3614010
2070,5,3,Urban,Apartment,Tamil Nadu,Madurai,6890847
4428,5,3,Semiurban,Duplex,Delhi (UT),Delhi,13171279
1496,2,1,Semiurban,Villa,Bihar,Patna,4871243
2587,4,2,Rural,Villa,Karnataka,Mangalore,8074090
2162,1,3,Urban,Duplex,Madhya Pradesh,Indore,6543179
1580,2,5,Urban,Villa,Bihar,Gaya,5443682
3408,5,2,Urban,Duplex,West Bengal,Siliguri,10370772
2707,1,5,Urban,Villa,Delhi (UT),Delhi,8152491
2431,5,4,Rural,Duplex,Bihar,Gaya,8299220
3526,3,1,Rural,Duplex,Rajasthan,Jaipur,10081220
968,4,5,Urban,Villa,Tamil Nadu,Coimbatore,4252579
722,2,3,Rural,Duplex,Bihar,Patna,3293593
1849,2,3,Urban,Apartment,Rajasthan,Jodhpur,5611503
3179,5,3,Urban,Apartment,West Bengal,Howrah,9723355
930,2,3,Rural,Villa,Uttar Pradesh,Agra,3728441
3210,2,3,Semiurban,Villa,Uttar Pradesh,Agra,9248347
4520,1,2,Rural,Villa,Gujarat,Vadodara,12289739
1001,4,4,Semiurban,Duplex,Delhi (UT),Delhi,4426880
4529,5,2,Semiurban,Duplex,Madhya Pradesh,Indore,13082366
2422,5,3,Urban,Villa,Uttar Pradesh,Varanasi,7963977
2005,4,5,Semiurban,Villa,Madhya Pradesh,Indore,7084049
1287,2,4,Urban,Apartment,Bihar,Gaya,4460177
3595,1,2,Semiurban,Duplex,Gujarat,Vadodara,10076592
1915,2,2,Urban,Apartment,Rajasthan,Kota,5655073
1457,5,5,Urban,Villa,Tamil Nadu,Salem,5738504
4826,1,3,Urban,Duplex,Gujarat,Rajkot,13081027
2975,2,3,Rural,Villa,Delhi (UT),Delhi,8793300
3680,1,5,Urban,Duplex,Tamil Nadu,Chennai,10559444
1616,5,1,Rural,Villa,West Bengal,Durgapur,5776509
4717,2,3,Rural,Apartment,Karnataka,Mysuru,12986403
896,3,3,Semiurban,Villa,Maharashtra,Nashik,3666410
1008,4,2,Urban,Duplex,Delhi (UT),Delhi,4229792
3565,2,5,Semiurban,Villa,Karnataka,Mysuru,10607689
4212,2,5,Urban,Villa,Bihar,Bhagalpur,12096302
986,2,1,Semiurban,Villa,Gujarat,Rajkot,3501252
1975,1,2,Urban,Duplex,Madhya Pradesh,Jabalpur,6028921
3095,1,2,Semiurban,Apartment,Karnataka,Mysuru,8559192
2708,2,1,Urban,Apartment,Delhi (UT),Delhi,7430376
2801,2,4,Rural,Villa,Rajasthan,Jaipur,8611259
2879,4,3,Rural,Villa,Gujarat,Surat,9023162
1328,4,3,Urban,Apartment,Delhi (UT),Delhi,4700851
1779,2,3,Urban,Apartment,Bihar,Gaya,5512277
965,3,2,Urban,Duplex,Uttar Pradesh,Varanasi,3858381
1789,5,1,Semiurban,Duplex,Madhya Pradesh,Gwalior,6283094
3479,5,3,Rural,Apartment,Maharashtra,Mumbai,10632453
3435,2,1,Urban,Apartment,Uttar Pradesh,Noida,9474917
2678,3,1,Urban,Duplex,Tamil Nadu,Madurai,7778612
1521,4,2,Urban,Duplex,West Bengal,Siliguri,5324880
801,5,4,Semiurban,Duplex,Rajasthan,Jaipur,4091165
2438,5,4,Urban,Apartment,Bihar,Bhagalpur,7765027
2260,5,5,Semiurban,Villa,Bihar,Patna,7696140
3680,4,1,Urban,Villa,Uttar Pradesh,Agra,10401039
4675,2,2,Semiurban,Duplex,Delhi (UT),Delhi,13076364
1765,3,1,Rural,Villa,Karnataka,Hubli,5697667
1490,4,1,Urban,Apartment,Madhya Pradesh,Indore,4908252
824,4,2,Semiurban,Duplex,West Bengal,Durgapur,3674274
2205,3,5,Urban,Villa,Delhi (UT),Delhi,7254427
1095,3,2,Urban,Duplex,Madhya Pradesh,Gwalior,4192870
2239,4,1,Rural,Duplex,Gujarat,Surat,7090044
3398,1,1,Rural,Duplex,Tamil Nadu,Salem,9407583
2424,4,5,Rural,Apartment,Karnataka,Mangalore,7947733
3965,3,1,Urban,Villa,West Bengal,Siliguri,10988347
3084,3,5,Semiurban,Duplex,Gujarat,Vadodara,9768954
4072,5,1,Urban,Apartment,Bihar,Patna,11564541
2178,1,2,Rural,Apartment,West Bengal,Siliguri,6409047
4855,3,2,Semiurban,Duplex,Gujarat,Surat,13501756
3935,1,3,Urban,Duplex,Rajasthan,Kota,10806662
2742,3,3,Semiurban,Apartment,Gujarat,Ahmedabad,8181673
3507,5,5,Urban,Villa,Delhi (UT),Delhi,10880630
2087,3,4,Semiurban,Duplex,Madhya Pradesh,Gwalior,7055111
4329,3,3,Urban,Villa,Gujarat,Surat,12188801
3017,2,4,Urban,Apartment,Bihar,Gaya,8860168
4501,4,4,Rural,Duplex,Karnataka,Mysuru,13307837
3054,3,1,Semiurban,Apartment,West Bengal,Kolkata,8627578
4163,2,3,Urban,Villa,Rajasthan,Jaipur,11588913
4869,1,5,Rural,Villa,Karnataka,Mysuru,13576134
1753,3,4,Urban,Apartment,Delhi (UT),Delhi,5793563
763,4,4,Urban,Apartment,West Bengal,Kolkata,3453103
2732,5,3,Urban,Apartment,Maharashtra,Mumbai,8394284
762,4,4,Semiurban,Duplex,Maharashtra,Nagpur,3930572
1020,1,4,Urban,Duplex,West Bengal,Kolkata,3825107
1396,5,4,Urban,Apartment,Delhi (UT),Delhi,5440280
3291,2,1,Rural,Villa,Delhi (UT),Delhi,9168911
3243,1,1,Urban,Apartment,Uttar Pradesh,Noida,8738149
2996,4,2,Semiurban,Villa,Rajasthan,Kota,8914931
2143,1,2,Urban,Villa,Karnataka,Mysuru,6260935
1098,1,1,Urban,Villa,Madhya Pradesh,Gwalior,3469713
3446,3,1,Semiurban,Apartment,Bihar,Muzaffarpur,9830201
3647,1,3,Rural,Apartment,Bihar,Muzaffarpur,10048788
4260,1,1,Rural,Duplex,Delhi (UT),Delhi,11699464
1686,3,1,Urban,Villa,Tamil Nadu,Madurai,5434314
4017,3,3,Rural,Villa,Uttar Pradesh,Agra,11565097
603,5,5,Urban,Villa,Karnataka,Mysuru,3744224
2548,4,1,Urban,Apartment,Uttar Pradesh,Noida,7557448
860,2,2,Semiurban,Duplex,Gujarat,Ahmedabad,3361571
976,1,1,Rural,Villa,Uttar Pradesh,Varanasi,3206792
4123,3,2,Urban,Duplex,Maharashtra,Mumbai,11806910
2948,5,4,Rural,Villa,Bihar,Gaya,9493391
2332,3,2,Semiurban,Duplex,Gujarat,Rajkot,7183587
774,3,4,Urban,Apartment,Gujarat,Ahmedabad,3426580
2812,2,1,Rural,Duplex,Rajasthan,Jodhpur,8367189
2401,2,2,Semiurban,Apartment,Bihar,Bhagalpur,7085844
2586,2,2,Semiurban,Apartment,Uttar Pradesh,Lucknow,7349860
4059,1,4,Urban,Duplex,Tamil Nadu,Chennai,11307794
1831,3,3,Semiurban,Duplex,West Bengal,Durgapur,6292880
3103,4,2,Rural,Duplex,Delhi (UT),Delhi,9561719
4615,2,1,Urban,Apartment,Karnataka,Hubli,12367987
4819,2,3,Urban,Apartment,Bihar,Patna,13173176
4849,4,5,Semiurban,Duplex,Gujarat,Surat,14240893
2773,4,2,Rural,Villa,Rajasthan,Kota,8454941
2949,5,4,Semiurban,Apartment,Karnataka,Hubli,9270317
3876,5,3,Urban,Duplex,Uttar Pradesh,Kanpur,11662900
4848,4,2,Urban,Apartment,Uttar Pradesh,Varanasi,13482378
1335,3,1,Rural,Duplex,Bihar,Bhagalpur,4601351
1432,1,4,Rural,Apartment,Rajasthan,Udaipur,4892869
3743,5,3,Urban,Apartment,Madhya Pradesh,Indore,11117066
3830,1,4,Rural,Apartment,Delhi (UT),Delhi,10775132
4953,3,2,Urban,Villa,Rajasthan,Udaipur,13556228
1783,4,3,Urban,Villa,Rajasthan,Udaipur,5984975
3997,2,3,Urban,Duplex,Bihar,Muzaffarpur,11419802
1550,4,2,Urban,Duplex,Tamil Nadu,Madurai,5309186
1915,3,3,Semiurban,Apartment,Bihar,Gaya,6166300
980,1,4,Rural,Villa,Gujarat,Surat,3851899
975,2,1,Rural,Apartment,Karnataka,Mangalore,3365891
1326,3,1,Semiurban,Apartment,Rajasthan,Udaipur,4247951
690,3,1,Urban,Apartment,Rajasthan,Udaipur,2588329
1705,5,2,Urban,Duplex,Rajasthan,Jodhpur,5929910
4396,5,2,Urban,Duplex,Madhya Pradesh,Indore,12659786
984,2,4,Semiurban,Apartment,Madhya Pradesh,Jabalpur,3819053
2772,3,5,Semiurban,Villa,Bihar,Bhagalpur,8609148
1645,4,5,Rural,Apartment,Gujarat,Ahmedabad,5983305
1753,1,5,Urban,Duplex,West Bengal,Kolkata,5753262
3215,1,4,Semiurban,Apartment,Uttar Pradesh,Noida,9258778
3979,5,2,Semiurban,Villa,Gujarat,Surat,11681781
4964,2,5,Semiurban,Duplex,Maharashtra,Aurangabad,14083779
1266,4,5,Urban,Apartment,West Bengal,Howrah,5055923
2973,5,3,Rural,Duplex,Rajasthan,Jodhpur,9684209
2147,3,3,Rural,Villa,Gujarat,Surat,6959996
2395,2,3,Urban,Apartment,Gujarat,Rajkot,6994504
2321,5,1,Semiurban,Apartment,Uttar Pradesh,Lucknow,7311877
3487,5,5,Urban,Duplex,Bihar,Patna,10829555
1855,1,5,Urban,Apartment,Gujarat,Ahmedabad,5668542
2794,4,1,Rural,Villa,Madhya Pradesh,Jabalpur,8554620
1073,1,5,Semiurban,Villa,West Bengal,Siliguri,4149503
4468,2,4,Semiurban,Villa,Delhi (UT),Delhi,12630968
2076,3,5,Urban,Villa,West Bengal,Kolkata,6795989
4741,3,5,Semiurban,Apartment,Rajasthan,Kota,13524140
3615,2,1,Rural,Apartment,Karnataka,Mysuru,10051172
1979,3,2,Semiurban,Villa,Madhya Pradesh,Bhopal,6432467
3107,2,1,Urban,Duplex,Gujarat,Ahmedabad,8684541
3510,5,5,Rural,Duplex,Karnataka,Mysuru,11080792
2873,5,1,Rural,Duplex,Karnataka,Bengaluru,8967369
4346,1,2,Rural,Duplex,Karnataka,Mysuru,11924864
3035,4,1,Semiurban,Duplex,Uttar Pradesh,Varanasi,9232865
3913,1,2,Urban,Apartment,Uttar Pradesh,Kanpur,10648928
1107,5,5,Urban,Duplex,Delhi (UT),Delhi,4879376
3520,3,2,Rural,Apartment,Maharashtra,Nagpur,10254278
3651,1,3,Urban,Duplex,Delhi (UT),Delhi,10230112
4006,3,5,Rural,Duplex,Tamil Nadu,Chennai,11995369
3968,2,4,Semiurban,Duplex,Rajasthan,Kota,11419077
852,2,5,Urban,Apartment,Maharashtra,Aurangabad,3601180
1383,3,2,Rural,Apartment,Uttar Pradesh,Noida,4740726
3694,2,5,Rural,Villa,Bihar,Bhagalpur,10956310
4312,5,2,Semiurban,Villa,Bihar,Patna,12654493
4387,2,3,Semiurban,Apartment,Delhi (UT),Delhi,12174121
1334,5,4,Rural,Villa,Rajasthan,Jaipur,5370534
4429,3,5,Urban,Duplex,Rajasthan,Jodhpur,12786165
3267,1,1,Urban,Apartment,Uttar Pradesh,Varanasi,8689434
4796,4,4,Semiurban,Apartment,Gujarat,Vadodara,13671025
3578,4,2,Urban,Apartment,Gujarat,Ahmedabad,10331834
3311,5,1,Rural,Duplex,West Bengal,Durgapur,10108433
3601,1,4,Urban,Duplex,Karnataka,Bengaluru,10374651
2105,3,5,Urban,Apartment,Delhi (UT),Delhi,6773606
1471,1,4,Semiurban,Villa,Maharashtra,Nagpur,4961026
1005,2,1,Urban,Apartment,Maharashtra,Nashik,3376645
984,1,1,Semiurban,Duplex,West Bengal,Siliguri,3238600
4663,5,2,Rural,Duplex,Uttar Pradesh,Kanpur,13519587
2420,2,4,Semiurban,Apartment,Madhya Pradesh,Indore,7493558
4727,4,4,Rural,Villa,West Bengal,Kolkata,13776040
922,1,2,Rural,Apartment,Gujarat,Ahmedabad,3244921
3180,4,4,Urban,Villa,Bihar,Gaya,9609353
997,2,5,Rural,Apartment,Madhya Pradesh,Indore,3959674
4339,2,1,Rural,Villa,Tamil Nadu,Chennai,11986363
758,2,5,Urban,Apartment,Rajasthan,Kota,3398020
676,5,3,Semiurban,Apartment,West Bengal,Durgapur,3341662
2835,5,5,Urban,Villa,Bihar,Muzaffarpur,9257807
3076,2,5,Rural,Duplex,Karnataka,Hubli,9364624
4603,3,5,Rural,Apartment,West Bengal,Kolkata,13281461
2021,4,2,Semiurban,Apartment,Karnataka,Hubli,6404149
1740,2,4,Rural,Villa,Karnataka,Mangalore,5841623
3073,1,1,Urban,Duplex,Maharashtra,Nashik,8637810
4821,4,1,Rural,Apartment,West Bengal,Durgapur,13273228
843,2,1,Rural,Villa,Gujarat,Ahmedabad,3071734
947,1,5,Urban,Duplex,Madhya Pradesh,Indore,3660921
4760,3,4,Urban,Apartment,Uttar Pradesh,Kanpur,13431776
3030,5,4,Urban,Apartment,Karnataka,Hubli,9427792
1282,2,3,Urban,Villa,Rajasthan,Udaipur,4301551
4341,4,2,Urban,Duplex,Bihar,Patna,12300784
1729,5,5,Rural,Villa,Uttar Pradesh,Lucknow,6546202
3940,2,2,Rural,Apartment,Karnataka,Hubli,11109988
4221,1,3,Semiurban,Apartment,Uttar Pradesh,Lucknow,11514281
4144,4,3,Rural,Duplex,Rajasthan,Udaipur,12385749
1744,4,4,Urban,Duplex,Madhya Pradesh,Indore,6172076
3009,2,2,Rural,Apartment,Uttar Pradesh,Noida,8570264
713,2,1,Urban,Duplex,Delhi (UT),Delhi,2747414
4225,4,1,Rural,Duplex,Gujarat,Vadodara,12266929
1184,1,4,Semiurban,Duplex,Uttar Pradesh,Varanasi,4465083
3552,4,4,Rural,Apartment,Rajasthan,Jodhpur,10826173
3494,1,5,Urban,Duplex,Rajasthan,Jaipur,10199278
4937,1,1,Semiurban,Duplex,Bihar,Muzaffarpur,13165695
2590,4,1,Rural,Villa,Delhi (UT),Delhi,8094433
1702,4,2,Semiurban,Apartment,Uttar Pradesh,Lucknow,5602080
3764,4,3,Semiurban,Apartment,Karnataka,Mysuru,10934412
1924,2,3,Rural,Apartment,Madhya Pradesh,Gwalior,5986967
4321,1,3,Rural,Villa,Maharashtra,Aurangabad,11857326
4476,3,4,Semiurban,Villa,Delhi (UT),Delhi,12954647
2462,5,1,Rural,Apartment,Gujarat,Vadodara,7802270
3915,5,2,Rural,Villa,Delhi (UT),Delhi,11708420
4461,2,4,Urban,Villa,Tamil Nadu,Chennai,12440830
3901,2,5,Semiurban,Villa,Bihar,Patna,11319041
3236,2,3,Semiurban,Duplex,Bihar,Bhagalpur,9467101
2023,1,5,Semiurban,Duplex,Tamil Nadu,Madurai,6514846
2930,5,2,Urban,Duplex,West Bengal,Howrah,9002696
909,4,1,Rural,Apartment,Maharashtra,Mumbai,3660874
4045,4,5,Rural,Duplex,Karnataka,Bengaluru,12325852
1772,1,4,Rural,Apartment,Tamil Nadu,Coimbatore,5599887
2384,1,1,Urban,Apartment,Tamil Nadu,Chennai,6477092
973,2,4,Semiurban,Apartment,Tamil Nadu,Chennai,3859291
1489,2,4,Semiurban,Duplex,Bihar,Gaya,5335659
1510,2,2,Rural,Duplex,Madhya Pradesh,Gwalior,5168806
4792,1,1,Urban,Apartment,Madhya Pradesh,Indore,12405223
4753,1,5,Semiurban,Apartment,Bihar,Bhagalpur,13252440
3381,4,5,Rural,Apartment,Rajasthan,Jodhpur,10344055
2860,5,4,Urban,Apartment,Maharashtra,Pune,9107195
2087,3,3,Urban,Apartment,West Bengal,Durgapur,6617347
4564,1,5,Rural,Apartment,Uttar Pradesh,Lucknow,12833530
1292,4,2,Rural,Villa,Delhi (UT),Delhi,4861749
1195,5,4,Rural,Duplex,Bihar,Bhagalpur,5139811
2420,3,4,Rural,Apartment,Gujarat,Vadodara,7780847
957,1,1,Semiurban,Villa,Uttar Pradesh,Agra,3260018
2582,1,4,Rural,Duplex,Delhi (UT),Delhi,8014131
4572,5,2,Urban,Villa,Bihar,Patna,13015407
3367,1,2,Urban,Apartment,Delhi (UT),Delhi,9062691
1031,2,2,Semiurban,Duplex,Bihar,Gaya,3711086
866,4,1,Rural,Apartment,Madhya Pradesh,Jabalpur,3484439
1295,3,5,Urban,Villa,West Bengal,Howrah,4991804
2696,5,4,Urban,Duplex,Madhya Pradesh,Indore,8743278
880,1,3,Rural,Apartment,Bihar,Patna,3378580
690,3,3,Rural,Apartment,Delhi (UT),Delhi,3146247
4950,1,2,Urban,Duplex,West Bengal,Howrah,13252516
1533,5,5,Semiurban,Apartment,West Bengal,Durgapur,5976751
615,3,5,Rural,Villa,Delhi (UT),Delhi,3340868
2443,3,4,Semiurban,Apartment,Bihar,Bhagalpur,7480965
4255,3,1,Urban,Apartment,Madhya Pradesh,Indore,11587235
3371,2,4,Rural,Villa,Tamil Nadu,Chennai,9944777
3577,1,3,Urban,Apartment,Uttar Pradesh,Lucknow,9724931
3668,5,4,Semiurban,Apartment,Tamil Nadu,Salem,11170439
1047,2,2,Semiurban,Duplex,Bihar,Patna,3971046
2784,5,4,Semiurban,Duplex,Madhya Pradesh,Indore,9096707
948,1,4,Semiurban,Apartment,Bihar,Gaya,3404347
2881,4,2,Rural,Villa,Delhi (UT),Delhi,8725138
2796,2,3,Rural,Villa,West Bengal,Howrah,8381045
3979,5,1,Rural,Villa,Uttar Pradesh,Noida,11657173
2163,3,5,Urban,Duplex,Delhi (UT),Delhi,7216213
2322,2,5,Rural,Duplex,Rajasthan,Kota,7547900
4852,2,5,Rural,Apartment,Maharashtra,Aurangabad,13843604
3794,3,4,Urban,Villa,Rajasthan,Jodhpur,10970430
3870,2,5,Urban,Duplex,Madhya Pradesh,Indore,11163568
4655,5,1,Urban,Apartment,Bihar,Gaya,13129154
1937,3,5,Urban,Villa,Rajasthan,Jaipur,6601340
967,3,5,Semiurban,Duplex,Maharashtra,Aurangabad,4414990
3098,4,2,Semiurban,Duplex,Uttar Pradesh,Noida,9481472
4553,1,4,Rural,Villa,West Bengal,Howrah,12817654
3841,3,1,Semiurban,Apartment,Tamil Nadu,Coimbatore,10540400
785,1,4,Rural,Apartment,Bihar,Patna,3257169
2528,1,5,Rural,Villa,Karnataka,Bengaluru,7957530
4179,3,3,Rural,Duplex,Uttar Pradesh,Varanasi,12199895
4964,3,3,Rural,Villa,Karnataka,Mysuru,13958578
3514,1,3,Semiurban,Villa,Uttar Pradesh,Kanpur,9895677
3513,1,1,Rural,Villa,Gujarat,Vadodara,9666482
1205,2,3,Urban,Villa,Karnataka,Bengaluru,4105263
4024,1,1,Rural,Duplex,Gujarat,Surat,11084558
3054,4,3,Urban,Apartment,Gujarat,Rajkot,9090357
4686,4,2,Rural,Apartment,Uttar Pradesh,Agra,13114282
1004,3,4,Rural,Duplex,Madhya Pradesh,Bhopal,4237574
2032,2,4,Semiurban,Apartment,Karnataka,Hubli,6285640
3716,3,4,Semiurban,Villa,West Bengal,Howrah,11078812
4285,4,2,Urban,Duplex,Rajasthan,Jaipur,12184426
2242,2,2,Rural,Villa,Bihar,Bhagalpur,6994878
1090,5,2,Semiurban,Apartment,Uttar Pradesh,Agra,4294556
3641,1,3,Semiurban,Apartment,Tamil Nadu,Salem,9961941
2399,1,2,Semiurban,Apartment,Madhya Pradesh,Bhopal,6893163
2008,4,1,Rural,Duplex,West Bengal,Kolkata,6721046
1519,3,2,Urban,Duplex,Bihar,Gaya,5266364
2952,5,3,Rural,Duplex,Madhya Pradesh,Gwalior,9419492
3287,5,3,Urban,Villa,Madhya Pradesh,Jabalpur,9899955
2472,3,3,Urban,Duplex,West Bengal,Kolkata,7808415
4613,3,3,Semiurban,Villa,Bihar,Patna,13006524
2146,4,5,Semiurban,Villa,Maharashtra,Nagpur,7411737
1601,1,3,Urban,Villa,Karnataka,Bengaluru,4920901
4044,1,2,Rural,Villa,Tamil Nadu,Madurai,11064845
4281,2,3,Urban,Villa,Karnataka,Mangalore,11744817
1412,5,3,Urban,Villa,Uttar Pradesh,Varanasi,5467978
1863,4,2,Semiurban,Villa,Rajasthan,Jodhpur,6145188
3919,5,3,Urban,Apartment,West Bengal,Siliguri,11532387
1214,4,4,Rural,Apartment,Madhya Pradesh,Bhopal,4984916
3767,2,3,Rural,Apartment,Maharashtra,Aurangabad,10759724
4769,3,3,Rural,Apartment,Madhya Pradesh,Indore,13514339
1780,4,5,Semiurban,Villa,West Bengal,Kolkata,6356593
2312,5,2,Rural,Apartment,Bihar,Gaya,7431484
3343,2,5,Rural,Duplex,Gujarat,Rajkot,10080132
4084,5,3,Rural,Villa,Gujarat,Ahmedabad,12091067
926,1,1,Semiurban,Duplex,Rajasthan,Jaipur,3313439
4198,4,1,Rural,Villa,Uttar Pradesh,Agra,11836442
4239,5,5,Semiurban,Villa,Gujarat,Surat,12862044
3852,1,2,Rural,Duplex,Tamil Nadu,Coimbatore,10726243
2374,2,4,Rural,Duplex,Maharashtra,Nagpur,7618222
